Date,Open,High,Low,Close,Adj Close,Volume
1971-02-01,100.000000,100.000000,100.000000,100.000000,100.000000,0
1971-02-08,100.839996,102.050003,100.690002,102.050003,102.050003,0
1971-02-15,102.190002,102.190002,100.699997,100.699997,100.699997,0
1971-02-22,99.680000,101.339996,99.680000,101.339996,101.339996,0
1971-03-01,101.779999,103.000000,101.779999,103.000000,103.000000,0
1971-03-08,104.230003,104.500000,104.139999,104.500000,104.500000,0
1971-03-15,105.129997,105.879997,105.129997,105.769997,105.769997,0
1971-03-22,105.370003,105.370003,104.599998,105.070000,105.070000,0
1971-03-29,105.199997,106.860001,105.199997,106.860001,106.860001,0
1971-04-05,107.169998,108.379997,107.169998,108.379997,108.379997,0
1971-04-12,108.870003,109.959999,108.849998,109.959999,109.959999,0
1971-04-19,110.160004,110.690002,109.519997,110.690002,110.690002,0
1971-04-26,111.129997,112.459999,111.129997,112.300003,112.300003,0
1971-05-03,111.349998,111.769997,110.660004,110.660004,110.660004,0
1971-05-10,110.150002,110.739998,110.150002,110.739998,110.739998,0
1971-05-17,109.150002,109.150002,108.330002,108.849998,108.849998,0
1971-05-24,108.419998,108.419998,107.500000,108.250000,108.250000,0
1971-05-31,108.870003,110.660004,108.870003,110.660004,110.660004,0
1971-06-07,110.760002,110.760002,109.790001,110.199997,110.199997,0
1971-06-14,109.570000,109.570000,108.160004,108.160004,108.160004,0
1971-06-21,106.500000,106.559998,105.489998,106.559998,106.559998,0
1971-06-28,106.449997,108.769997,106.449997,108.769997,108.769997,0
1971-07-05,109.230003,110.910004,109.230003,110.910004,110.910004,0
1971-07-12,111.239998,111.239998,109.980003,109.980003,109.980003,0
1971-07-19,109.370003,109.790001,109.370003,109.629997,109.629997,0
1971-07-26,109.349998,109.349998,105.269997,105.269997,105.269997,0
1971-08-02,105.589996,105.589996,103.110001,103.779999,103.779999,0
1971-08-09,103.180000,105.440002,103.040001,105.440002,105.440002,0
1971-08-16,107.860001,108.930000,107.860001,107.889999,107.889999,0
1971-08-23,108.260002,109.300003,108.260002,109.300003,109.300003,0
1971-08-30,108.709999,109.980003,108.419998,109.980003,109.980003,0
1971-09-06,110.529999,110.580002,110.419998,110.419998,110.419998,0
1971-09-13,110.220001,110.220001,109.769997,110.099998,110.099998,0
1971-09-20,109.989998,109.989998,108.800003,108.879997,108.879997,0
1971-09-27,108.180000,109.580002,108.180000,109.580002,109.580002,0
1971-10-04,109.959999,110.980003,109.959999,110.739998,110.739998,0
1971-10-11,110.709999,110.910004,109.599998,109.599998,109.599998,0
1971-10-18,109.059998,109.059998,106.580002,106.800003,106.800003,0
1971-10-25,106.290001,106.290001,104.279999,105.099998,105.099998,0
1971-11-01,103.690002,105.559998,103.540001,105.459999,105.459999,0
1971-11-08,105.430000,105.720001,103.739998,103.910004,103.910004,0
1971-11-15,103.440002,103.709999,102.949997,102.949997,102.949997,0
1971-11-22,101.790001,101.790001,100.309998,101.639999,101.639999,0
1971-11-29,103.080002,107.260002,103.080002,107.260002,107.260002,0
1971-12-06,106.919998,108.809998,106.919998,108.809998,108.809998,0
1971-12-13,109.160004,110.519997,109.070000,110.519997,110.519997,0
1971-12-20,111.500000,111.970001,111.500000,111.940002,111.940002,0
1971-12-27,111.699997,114.120003,111.699997,114.120003,114.120003,0
1972-01-03,113.650002,116.050003,113.650002,116.050003,116.050003,0
1972-01-10,116.099998,116.900002,116.099998,116.739998,116.739998,0
1972-01-17,116.930000,117.660004,116.930000,117.209999,117.209999,0
1972-01-24,116.489998,118.440002,116.300003,118.440002,118.440002,0
1972-01-31,118.870003,121.239998,118.870003,121.239998,121.239998,0
1972-02-07,121.139999,122.860001,121.139999,122.860001,122.860001,0
1972-02-14,122.260002,123.440002,122.260002,123.400002,123.400002,0
1972-02-21,123.300003,124.830002,123.300003,124.830002,124.830002,0
1972-02-28,124.940002,127.190002,124.940002,127.190002,127.190002,0
1972-03-06,127.879997,128.850006,127.830002,128.550003,128.550003,0
1972-03-13,127.339996,128.139999,127.339996,128.009995,128.009995,0
1972-03-20,127.529999,127.550003,125.730003,127.550003,127.550003,0
1972-03-27,127.559998,128.139999,127.529999,128.139999,128.139999,0
1972-04-03,128.059998,131.800003,128.059998,131.800003,131.800003,0
1972-04-10,131.759995,133.880005,131.759995,133.880005,133.880005,0
1972-04-17,133.740005,134.100006,132.679993,133.009995,133.009995,0
1972-04-24,131.899994,131.899994,130.839996,131.330002,131.330002,0
1972-05-01,130.160004,130.160004,128.770004,129.429993,129.429993,0
1972-05-08,128.619995,129.440002,125.779999,129.440002,129.440002,0
1972-05-15,130.339996,132.160004,129.759995,132.160004,132.160004,0
1972-05-22,132.380005,133.949997,132.380005,133.949997,133.949997,0
1972-05-29,133.449997,133.520004,132.529999,133.520004,133.520004,0
1972-06-05,132.740005,132.740005,130.570007,130.570007,130.570007,0
1972-06-12,130.380005,131.449997,130.380005,131.279999,131.279999,0
1972-06-19,130.759995,131.380005,130.220001,130.220001,130.220001,0
1972-06-26,129.309998,130.080002,129.309998,130.080002,130.080002,0
1972-07-03,130.589996,131.860001,130.589996,131.500000,131.500000,0
1972-07-10,130.850006,130.850006,129.029999,129.380005,129.380005,0
1972-07-17,128.399994,128.399994,127.089996,127.629997,127.629997,0
1972-07-24,128.770004,128.770004,128.149994,128.149994,128.149994,0
1972-07-31,127.750000,130.940002,127.750000,130.940002,130.940002,0
1972-08-07,130.970001,131.679993,130.610001,131.679993,131.679993,0
1972-08-14,131.699997,131.699997,130.889999,131.429993,131.429993,0
1972-08-21,131.289993,131.289993,130.309998,130.309998,130.309998,0
1972-08-28,129.770004,130.699997,129.440002,130.699997,130.699997,0
1972-09-04,130.330002,130.330002,129.130005,129.130005,129.130005,0
1972-09-11,128.259995,128.259995,127.180000,127.669998,127.669998,0
1972-09-18,127.610001,127.610001,127.300003,127.459999,127.459999,0
1972-09-25,126.820000,129.610001,126.820000,129.610001,129.610001,0
1972-10-02,129.300003,129.479996,128.009995,128.130005,128.130005,0
1972-10-09,128.509995,129.020004,127.190002,127.190002,127.190002,0
1972-10-16,125.870003,128.000000,125.870003,128.000000,128.000000,0
1972-10-23,128.660004,129.529999,128.660004,129.529999,129.529999,0
1972-10-30,129.460007,133.339996,129.460007,133.339996,133.339996,0
1972-11-06,133.580002,133.580002,132.820007,133.119995,133.119995,0
1972-11-13,132.770004,132.899994,132.330002,132.330002,132.330002,0
1972-11-20,132.119995,133.020004,132.119995,133.020004,133.020004,0
1972-11-27,132.570007,133.940002,132.570007,133.940002,133.940002,0
1972-12-04,134.139999,135.149994,134.139999,135.149994,135.149994,0
1972-12-11,134.830002,134.830002,133.330002,133.529999,133.529999,0
1972-12-18,132.539993,132.539993,131.080002,131.279999,131.279999,0
1972-12-25,131.179993,133.729996,131.179993,133.729996,133.729996,0
1973-01-01,134.630005,135.910004,134.630005,135.910004,135.910004,0
1973-01-08,136.020004,136.839996,135.990005,136.009995,136.009995,0
1973-01-15,134.600006,134.600006,133.869995,133.869995,133.869995,0
1973-01-22,133.149994,133.149994,129.759995,129.759995,129.759995,0
1973-01-29,128.460007,128.460007,126.480003,126.480003,126.480003,0
1973-02-05,126.000000,126.269997,123.970001,125.860001,125.860001,0
1973-02-12,126.879997,127.190002,124.430000,124.550003,124.550003,0
1973-02-19,125.010002,125.010002,122.339996,122.339996,122.339996,0
1973-02-26,121.269997,121.269997,119.529999,120.110001,120.110001,0
1973-03-05,120.550003,122.279999,120.550003,121.989998,121.989998,0
1973-03-12,121.860001,122.099998,121.220001,121.220001,121.220001,0
1973-03-19,119.940002,119.940002,115.470001,115.470001,115.470001,0
1973-03-26,115.540001,118.190002,115.540001,117.459999,117.459999,0
1973-04-02,115.790001,115.790001,112.019997,113.269997,113.269997,0
1973-04-09,114.010002,115.589996,114.010002,115.220001,115.220001,0
1973-04-16,114.550003,114.550003,113.639999,114.150002,114.150002,0
1973-04-23,113.019997,113.019997,108.400002,108.400002,108.400002,0
1973-04-30,107.849998,110.889999,107.849998,110.889999,110.889999,0
1973-05-07,110.480003,110.669998,109.099998,109.099998,109.099998,0
1973-05-14,106.459999,106.459999,102.889999,102.889999,102.889999,0
1973-05-21,100.760002,105.169998,100.760002,105.169998,105.169998,0
1973-05-28,104.849998,104.849998,102.300003,102.300003,102.300003,0
1973-06-04,100.769997,103.720001,100.769997,103.720001,103.720001,0
1973-06-11,103.040001,104.790001,102.260002,102.260002,102.260002,0
1973-06-18,100.769997,101.190002,100.400002,100.989998,100.989998,0
1973-06-25,99.430000,101.160004,99.430000,100.980003,100.980003,0
1973-07-02,100.150002,100.150002,99.389999,99.480003,99.480003,0
1973-07-09,100.010002,103.169998,100.010002,103.029999,103.029999,0
1973-07-16,103.970001,107.680000,103.970001,107.680000,107.680000,0
1973-07-23,107.750000,109.360001,107.750000,109.360001,109.360001,0
1973-07-30,108.879997,108.879997,106.820000,106.820000,106.820000,0
1973-08-06,107.209999,107.300003,105.320000,105.320000,105.320000,0
1973-08-13,104.349998,104.349998,103.309998,103.709999,103.709999,0
1973-08-20,102.669998,102.669998,101.339996,102.400002,102.400002,0
1973-08-27,102.910004,104.870003,102.910004,104.870003,104.870003,0
1973-09-03,105.500000,107.019997,105.500000,107.019997,107.019997,0
1973-09-10,106.250000,106.250000,105.330002,106.070000,106.070000,0
1973-09-17,106.269997,109.459999,106.269997,109.459999,109.459999,0
1973-09-24,109.690002,111.269997,109.690002,111.199997,111.199997,0
1973-10-01,110.970001,112.559998,110.970001,112.559998,112.559998,0
1973-10-08,113.169998,114.099998,112.169998,114.099998,114.099998,0
1973-10-15,113.129997,113.250000,112.660004,113.250000,113.250000,0
1973-10-22,112.290001,112.790001,111.809998,112.790001,112.790001,0
1973-10-29,112.089996,112.089996,108.930000,108.930000,108.930000,0
1973-11-05,107.209999,107.309998,105.769997,105.769997,105.769997,0
1973-11-12,105.080002,105.080002,101.379997,101.379997,101.379997,0
1973-11-19,99.000000,99.000000,96.580002,97.300003,97.300003,0
1973-11-26,94.129997,94.940002,93.070000,93.510002,93.510002,0
1973-12-03,91.970001,92.320000,89.730003,92.320000,92.320000,0
1973-12-10,93.540001,93.540001,89.120003,89.629997,89.629997,0
1973-12-17,89.129997,90.559998,89.129997,89.519997,89.519997,0
1973-12-24,88.669998,91.680000,88.669998,91.680000,91.680000,0
1973-12-31,92.190002,94.180000,92.190002,94.099998,94.099998,0
1974-01-07,94.470001,94.470001,91.419998,92.230003,92.230003,0
1974-01-14,92.400002,95.949997,92.400002,95.320000,95.320000,0
1974-01-21,94.480003,95.760002,94.480003,95.400002,95.400002,0
1974-01-28,95.019997,95.169998,94.150002,94.150002,94.150002,0
1974-02-04,92.889999,92.889999,92.199997,92.199997,92.199997,0
1974-02-11,91.129997,91.129997,90.080002,90.980003,90.980003,0
1974-02-18,90.820000,92.930000,90.820000,92.930000,92.930000,0
1974-02-25,92.720001,94.349998,92.720001,94.050003,94.050003,0
1974-03-04,93.800003,95.169998,93.800003,95.169998,95.169998,0
1974-03-11,95.870003,96.529999,95.800003,96.529999,96.529999,0
1974-03-18,95.370003,95.449997,94.750000,95.449997,95.449997,0
1974-03-25,95.349998,95.349998,92.269997,92.269997,92.269997,0
1974-04-01,91.900002,92.129997,90.699997,90.699997,90.699997,0
1974-04-08,89.919998,90.180000,89.790001,89.790001,89.790001,0
1974-04-15,89.419998,90.900002,89.419998,90.309998,90.309998,0
1974-04-22,90.269997,90.269997,86.040001,86.239998,86.239998,0
1974-04-29,86.459999,87.970001,86.459999,87.470001,87.470001,0
1974-05-06,87.309998,87.309998,84.300003,84.300003,84.300003,0
1974-05-13,83.180000,83.510002,81.930000,81.930000,81.930000,0
1974-05-20,81.430000,81.449997,80.550003,81.449997,81.449997,0
1974-05-27,81.059998,81.059998,79.779999,80.199997,80.199997,0
1974-06-03,81.080002,83.709999,81.080002,83.709999,83.709999,0
1974-06-10,83.919998,83.919998,82.760002,82.760002,82.760002,0
1974-06-17,81.540001,81.540001,79.110001,79.110001,79.110001,0
1974-06-24,78.879997,79.349998,75.959999,75.959999,75.959999,0
1974-07-01,75.389999,75.389999,73.570000,73.570000,73.570000,0
1974-07-08,70.959999,71.680000,69.820000,71.680000,71.680000,0
1974-07-15,71.980003,73.400002,71.629997,73.400002,73.400002,0
1974-07-22,73.419998,74.629997,72.830002,72.830002,72.830002,0
1974-07-29,71.489998,71.489998,69.400002,69.400002,69.400002,0
1974-08-05,69.669998,71.680000,69.669998,70.690002,70.690002,0
1974-08-12,70.360001,70.360001,65.860001,65.860001,65.860001,0
1974-08-19,65.129997,65.720001,62.570000,62.570000,62.570000,0
1974-08-26,62.939999,62.939999,61.369999,62.369999,62.369999,0
1974-09-02,60.880001,60.880001,58.950001,60.700001,60.700001,0
1974-09-09,59.369999,59.369999,56.660000,56.660000,56.660000,0
1974-09-16,57.240002,59.900002,57.240002,59.900002,59.900002,0
1974-09-23,59.660000,59.660000,57.119999,57.119999,57.119999,0
1974-09-30,55.669998,55.669998,54.869999,55.160000,55.160000,0
1974-10-07,56.570000,60.419998,56.130001,60.419998,60.419998,0
1974-10-14,61.730000,62.750000,61.189999,62.750000,62.750000,0
1974-10-21,63.820000,64.139999,62.599998,62.880001,62.880001,0
1974-10-28,62.500000,65.230003,62.500000,65.059998,65.059998,0
1974-11-04,64.620003,66.639999,64.620003,66.510002,66.510002,0
1974-11-11,66.720001,66.720001,64.410004,64.410004,64.410004,0
1974-11-18,62.090000,62.090000,60.750000,62.070000,62.070000,0
1974-11-25,61.680000,62.950001,61.680000,62.950001,62.950001,0
1974-12-02,61.660000,61.660000,58.209999,58.209999,58.209999,0
1974-12-09,57.910000,59.360001,57.910000,59.220001,59.220001,0
1974-12-16,58.849998,59.630001,58.669998,58.669998,58.669998,0
1974-12-23,57.860001,58.880001,57.860001,58.740002,58.740002,0
1974-12-30,58.779999,61.230000,58.779999,61.230000,61.230000,0
1975-01-06,61.740002,63.689999,61.500000,63.689999,63.689999,0
1975-01-13,63.340000,64.800003,63.110001,64.400002,64.400002,0
1975-01-20,64.440002,65.379997,64.120003,65.379997,65.379997,0
1975-01-27,67.040001,69.779999,67.040001,69.779999,69.779999,0
1975-02-03,70.730003,71.459999,70.129997,71.120003,71.120003,0
1975-02-10,70.820000,73.260002,70.820000,73.260002,73.260002,0
1975-02-17,72.470001,73.790001,72.470001,73.790001,73.790001,0
1975-02-24,73.139999,73.139999,72.070000,73.000000,73.000000,0
1975-03-03,73.830002,74.400002,73.830002,74.400002,74.400002,0
1975-03-10,74.879997,76.070000,74.129997,76.070000,76.070000,0
1975-03-17,76.269997,76.269997,75.669998,75.919998,75.919998,0
1975-03-24,74.419998,76.180000,74.330002,76.180000,76.180000,0
1975-03-31,75.660004,75.660004,74.730003,74.730003,74.730003,0
1975-04-07,74.339996,76.309998,74.339996,76.309998,76.309998,0
1975-04-14,77.330002,78.260002,77.330002,78.080002,78.080002,0
1975-04-21,79.080002,79.080002,78.070000,78.639999,78.639999,0
1975-04-28,78.279999,80.250000,77.820000,80.250000,80.250000,0
1975-05-05,81.139999,82.820000,80.809998,82.820000,82.820000,0
1975-05-12,82.300003,82.910004,82.300003,82.440002,82.440002,0
1975-05-19,81.989998,82.620003,80.949997,82.620003,82.620003,0
1975-05-26,82.489998,83.099998,81.779999,83.099998,83.099998,0
1975-06-02,83.879997,84.769997,83.879997,84.769997,84.769997,0
1975-06-09,84.010002,84.010002,82.989998,83.430000,83.430000,0
1975-06-16,84.010002,85.239998,83.430000,85.239998,85.239998,0
1975-06-23,85.769997,86.500000,85.769997,86.500000,86.500000,0
1975-06-30,87.019997,87.019997,85.639999,86.199997,86.199997,0
1975-07-07,85.599998,87.199997,85.389999,87.199997,87.199997,0
1975-07-14,87.580002,88.000000,87.019997,87.019997,87.019997,0
1975-07-21,86.769997,86.769997,83.599998,83.599998,83.599998,0
1975-07-28,83.089996,83.190002,81.620003,81.620003,81.620003,0
1975-08-04,80.980003,80.980003,79.550003,79.550003,79.550003,0
1975-08-11,79.449997,79.599998,78.449997,78.580002,78.580002,0
1975-08-18,78.029999,78.029999,75.519997,76.449997,76.449997,0
1975-08-25,76.839996,79.010002,76.209999,79.010002,79.010002,0
1975-09-01,77.889999,78.129997,77.779999,77.779999,77.779999,0
1975-09-08,77.459999,77.459999,74.720001,74.720001,74.720001,0
1975-09-15,74.470001,76.389999,73.779999,76.389999,76.389999,0
1975-09-22,75.860001,76.430000,75.860001,76.139999,76.139999,0
1975-09-29,75.370003,75.500000,73.800003,75.500000,75.500000,0
1975-10-06,76.029999,76.959999,75.879997,76.959999,76.959999,0
1975-10-13,77.699997,78.220001,77.629997,77.629997,77.629997,0
1975-10-20,78.129997,78.910004,78.059998,78.620003,78.620003,0
1975-10-27,78.290001,78.730003,76.989998,76.989998,76.989998,0
1975-11-03,76.620003,77.389999,76.620003,77.209999,77.209999,0
1975-11-10,77.459999,79.269997,77.459999,78.980003,78.980003,0
1975-11-17,79.099998,79.099998,77.669998,77.739998,77.739998,0
1975-11-24,77.919998,78.800003,77.919998,78.800003,78.800003,0
1975-12-01,78.660004,78.660004,74.720001,74.720001,74.720001,0
1975-12-08,74.919998,75.250000,74.519997,74.910004,74.910004,0
1975-12-15,74.540001,76.070000,74.540001,75.919998,75.919998,0
1975-12-22,75.589996,77.129997,75.589996,77.129997,77.129997,0
1975-12-29,76.940002,78.059998,76.669998,78.059998,78.059998,0
1976-01-05,78.760002,82.309998,78.760002,82.309998,82.309998,0
1976-01-12,82.709999,84.300003,82.419998,84.300003,84.300003,0
1976-01-19,84.730003,85.260002,84.620003,85.260002,85.260002,0
1976-01-26,85.050003,87.050003,84.629997,87.050003,87.050003,0
1976-02-02,87.279999,88.449997,87.250000,87.250000,87.250000,0
1976-02-09,87.830002,88.959999,87.830002,88.959999,88.959999,0
1976-02-16,88.820000,91.019997,88.820000,91.019997,91.019997,0
1976-02-23,91.309998,92.089996,90.260002,90.260002,90.260002,0
1976-03-01,90.250000,90.540001,89.470001,89.470001,89.470001,0
1976-03-08,89.970001,91.209999,89.970001,90.989998,90.989998,0
1976-03-15,89.720001,90.110001,89.540001,89.540001,89.540001,0
1976-03-22,89.690002,90.930000,89.690002,90.889999,90.889999,0
1976-03-29,90.690002,90.690002,90.440002,90.629997,90.629997,0
1976-04-05,91.430000,91.550003,88.889999,88.889999,88.889999,0
1976-04-12,88.599998,89.169998,88.599998,89.169998,89.169998,0
1976-04-19,89.589996,90.959999,89.589996,90.599998,90.599998,0
1976-04-26,90.570000,90.570000,89.980003,90.080002,90.080002,0
1976-05-03,89.050003,90.019997,89.050003,90.019997,90.019997,0
1976-05-10,90.550003,90.639999,89.779999,89.779999,89.779999,0
1976-05-17,89.489998,89.529999,89.250000,89.389999,89.389999,0
1976-05-24,88.150002,88.150002,87.779999,88.040001,88.040001,0
1976-05-31,87.809998,88.260002,87.750000,87.750000,87.750000,0
1976-06-07,87.220001,87.709999,86.949997,87.709999,87.709999,0
1976-06-14,88.400002,90.050003,88.400002,90.050003,90.050003,0
1976-06-21,90.150002,90.150002,89.190002,90.050003,90.050003,0
1976-06-28,89.870003,90.879997,89.870003,90.879997,90.879997,0
1976-07-05,90.620003,91.480003,90.599998,91.480003,91.480003,0
1976-07-12,91.940002,92.519997,91.940002,92.400002,92.400002,0
1976-07-19,92.080002,92.080002,91.529999,91.599998,91.599998,0
1976-07-26,91.480003,91.480003,90.849998,91.290001,91.290001,0
1976-08-02,91.269997,92.010002,91.269997,91.639999,91.639999,0
1976-08-09,91.330002,91.889999,91.330002,91.809998,91.809998,0
1976-08-16,91.769997,92.010002,90.190002,90.190002,90.190002,0
1976-08-23,89.599998,89.599998,89.129997,89.139999,89.139999,0
1976-08-30,89.279999,91.019997,89.279999,91.019997,91.019997,0
1976-09-06,91.209999,91.260002,90.860001,91.190002,91.190002,0
1976-09-13,90.959999,91.610001,90.529999,91.610001,91.610001,0
1976-09-20,91.889999,92.440002,91.889999,92.309998,92.309998,0
1976-09-27,92.440002,92.440002,90.440002,90.440002,90.440002,0
1976-10-04,90.459999,90.459999,89.070000,89.379997,89.379997,0
1976-10-11,89.019997,89.300003,88.730003,89.059998,89.059998,0
1976-10-18,89.459999,89.629997,89.260002,89.260002,89.260002,0
1976-10-25,89.370003,90.349998,89.370003,90.349998,90.349998,0
1976-11-01,90.389999,90.389999,89.379997,89.470001,89.470001,0
1976-11-08,88.739998,88.739998,87.820000,88.099998,88.099998,0
1976-11-15,88.129997,89.970001,88.129997,89.970001,89.970001,0
1976-11-22,90.470001,91.419998,90.220001,91.419998,91.419998,0
1976-11-29,91.080002,92.309998,91.080002,92.309998,92.309998,0
1976-12-06,92.629997,94.620003,92.629997,94.620003,94.620003,0
1976-12-13,94.620003,94.930000,94.620003,94.639999,94.639999,0
1976-12-20,94.470001,95.220001,94.470001,95.220001,95.220001,0
1976-12-27,95.680000,97.879997,95.680000,97.879997,97.879997,0
1977-01-03,97.690002,97.690002,96.889999,97.529999,97.529999,0
1977-01-10,97.309998,97.309998,96.019997,97.199997,97.199997,0
1977-01-17,97.139999,97.550003,97.080002,97.320000,97.320000,0
1977-01-24,97.370003,97.370003,95.720001,95.720001,95.720001,0
1977-01-31,95.540001,96.739998,95.540001,96.739998,96.739998,0
1977-02-07,96.610001,96.610001,95.989998,96.089996,96.089996,0
1977-02-14,96.129997,96.620003,96.129997,96.379997,96.379997,0
1977-02-21,96.139999,96.139999,94.839996,94.900002,94.900002,0
1977-02-28,94.570000,96.070000,94.570000,96.070000,96.070000,0
1977-03-07,96.169998,96.230003,95.750000,96.070000,96.070000,0
1977-03-14,96.190002,96.580002,96.190002,96.440002,96.440002,0
1977-03-21,96.260002,96.260002,95.279999,95.279999,95.279999,0
1977-03-28,94.849998,94.919998,94.129997,94.540001,94.540001,0
1977-04-04,93.900002,94.029999,93.660004,94.029999,94.029999,0
1977-04-11,94.370003,96.260002,94.370003,96.260002,96.260002,0
1977-04-18,96.169998,96.360001,95.120003,95.120003,95.120003,0
1977-04-25,94.260002,95.480003,94.120003,95.480003,95.480003,0
1977-05-02,95.830002,96.900002,95.830002,96.900002,96.900002,0
1977-05-09,96.760002,97.410004,96.760002,97.410004,97.410004,0
1977-05-16,97.790001,98.470001,97.790001,98.000000,98.000000,0
1977-05-23,97.150002,97.150002,95.900002,95.900002,95.900002,0
1977-05-30,95.589996,96.190002,95.589996,96.190002,96.190002,0
1977-06-06,96.110001,97.070000,96.110001,97.070000,97.070000,0
1977-06-13,97.279999,98.610001,97.279999,98.610001,98.610001,0
1977-06-20,98.720001,99.660004,98.720001,99.660004,99.660004,0
1977-06-27,99.629997,99.900002,99.279999,99.900002,99.900002,0
1977-07-04,100.120003,100.809998,99.959999,100.809998,100.809998,0
1977-07-11,100.849998,101.410004,100.750000,101.410004,101.410004,0
1977-07-18,102.010002,103.110001,102.010002,103.110001,103.110001,0
1977-07-25,103.010002,103.010002,100.650002,100.650002,100.650002,0
1977-08-01,100.760002,100.860001,100.019997,100.860001,100.860001,0
1977-08-08,100.550003,100.940002,100.519997,100.760002,100.760002,0
1977-08-15,100.889999,100.889999,100.650002,100.849998,100.849998,0
1977-08-22,101.050003,101.050003,99.889999,99.889999,99.889999,0
1977-08-29,100.370003,100.830002,100.099998,100.830002,100.830002,0
1977-09-05,100.779999,101.279999,100.779999,100.910004,100.910004,0
1977-09-12,100.599998,100.970001,100.459999,100.739998,100.739998,0
1977-09-19,100.349998,100.349998,99.470001,99.570000,99.570000,0
1977-09-26,99.739998,100.849998,99.739998,100.849998,100.849998,0
1977-10-03,101.160004,101.620003,100.809998,101.620003,101.620003,0
