Date,Open,High,Low,Close,Adj Close,Volume
1977-10-10,101.690002,101.690002,99.029999,99.050003,99.050003,0
1977-10-17,99.139999,99.250000,98.449997,98.540001,98.540001,0
1977-10-24,97.889999,97.889999,96.830002,97.489998,97.489998,0
1977-10-31,97.519997,97.519997,96.489998,97.209999,97.209999,0
1977-11-07,97.849998,100.940002,97.849998,100.940002,100.940002,0
1977-11-14,100.980003,102.220001,100.980003,102.220001,102.220001,0
1977-11-21,102.349998,104.330002,102.349998,104.330002,104.330002,0
1977-11-28,104.059998,104.099998,103.150002,104.099998,104.099998,0
1977-12-05,104.150002,104.150002,102.849998,103.570000,103.570000,0
1977-12-12,103.889999,104.099998,103.889999,104.050003,104.050003,0
1977-12-19,103.300003,103.940002,102.500000,103.940002,103.940002,0
1977-12-26,103.959999,105.050003,103.959999,105.050003,105.050003,0
1978-01-02,104.000000,104.000000,101.660004,101.660004,101.660004,0
1978-01-09,100.199997,100.199997,99.089996,99.769997,99.769997,0
1978-01-16,99.360001,100.629997,99.360001,100.629997,100.629997,0
1978-01-23,100.339996,100.870003,100.339996,100.620003,100.620003,0
1978-01-30,100.970001,102.220001,100.839996,102.220001,102.220001,0
1978-02-06,102.269997,103.580002,102.269997,103.580002,103.580002,0
1978-02-13,103.339996,103.339996,102.169998,102.250000,102.250000,0
1978-02-20,101.989998,102.699997,101.989998,102.699997,102.699997,0
1978-02-27,102.220001,102.220001,101.470001,101.949997,101.949997,0
1978-03-06,101.739998,103.419998,101.739998,103.419998,103.419998,0
1978-03-13,103.529999,104.940002,103.529999,104.940002,104.940002,0
1978-03-20,105.360001,105.389999,105.019997,105.389999,105.389999,0
1978-03-27,105.300003,106.199997,105.300003,106.199997,106.199997,0
1978-04-03,105.889999,108.230003,105.889999,108.230003,108.230003,0
1978-04-10,108.529999,111.290001,108.440002,111.290001,111.290001,0
1978-04-17,111.910004,113.320000,111.430000,113.320000,113.320000,0
1978-04-24,113.599998,115.180000,113.599998,115.180000,115.180000,0
1978-05-01,115.959999,117.269997,115.959999,117.269997,117.269997,0
1978-05-08,117.139999,119.400002,117.050003,119.400002,119.400002,0
1978-05-15,119.800003,121.839996,119.800003,121.570000,121.570000,0
1978-05-22,121.930000,121.930000,119.800003,119.860001,119.860001,0
1978-05-29,120.000000,121.029999,120.000000,121.029999,121.029999,0
1978-06-05,122.099998,124.410004,122.099998,124.410004,124.410004,0
1978-06-12,124.290001,124.510002,123.690002,123.690002,123.690002,0
1978-06-19,122.919998,122.919998,120.629997,120.739998,120.739998,0
1978-06-26,119.540001,120.300003,119.180000,120.300003,120.300003,0
1978-07-03,120.150002,120.150002,118.820000,119.160004,119.160004,0
1978-07-10,119.379997,121.580002,119.379997,121.580002,121.580002,0
1978-07-17,122.360001,123.750000,122.089996,123.599998,123.599998,0
1978-07-24,123.589996,125.620003,123.589996,125.620003,125.620003,0
1978-07-31,126.320000,129.710007,126.320000,129.710007,129.710007,0
1978-08-07,130.210007,132.000000,130.210007,132.000000,132.000000,0
1978-08-14,132.110001,134.710007,131.949997,134.710007,134.710007,0
1978-08-21,133.770004,135.839996,133.770004,135.839996,135.839996,0
1978-08-28,135.240005,135.350006,134.630005,135.350006,135.350006,0
1978-09-04,135.460007,138.360001,135.460007,138.360001,138.360001,0
1978-09-11,138.949997,139.250000,137.360001,137.360001,137.360001,0
1978-09-18,135.649994,135.649994,132.100006,132.300003,132.300003,0
1978-09-25,132.110001,132.919998,132.009995,132.889999,132.889999,0
1978-10-02,133.300003,134.000000,133.100006,134.000000,134.000000,0
1978-10-09,134.639999,135.580002,134.639999,135.580002,135.580002,0
1978-10-16,133.940002,133.940002,123.820000,123.820000,123.820000,0
1978-10-23,121.940002,121.940002,115.250000,115.250000,115.250000,0
1978-10-30,112.400002,115.489998,111.120003,115.489998,115.489998,0
1978-11-06,115.080002,115.080002,112.830002,114.839996,114.839996,0
1978-11-13,113.000000,113.690002,110.879997,113.690002,113.690002,0
1978-11-20,114.510002,116.169998,114.510002,116.169998,116.169998,0
1978-11-27,115.970001,116.190002,114.089996,116.190002,116.190002,0
1978-12-04,116.570000,118.769997,116.570000,118.769997,118.769997,0
